id,description,question,choices,answer
d0f0cf,"A pile of fuzzy, chartreuse-colored spheres varying slightly in size",What shape are the objects?,"['cubes', 'cylinders', 'discs', 'spheres']",spheres
d0f0cf,"A pile of fuzzy, chartreuse-colored spheres varying slightly in size",What color are the spheres?,"['red', 'blue', 'chartreuse', 'brown']",chartreuse
d0f0cf,"A pile of fuzzy, chartreuse-colored spheres varying slightly in size",Do the spheres appear to be uniform in size?,"['yes, perfectly', 'no, they vary slightly', 'yes, identical', 'no, they are very different']","no, they vary slightly"
1d2adf,An obsidian monolith standing in a shallow pool of mercury,What material is the monolith made of?,"['marble', 'wood', 'obsidian', 'stone']",obsidian
1d2adf,An obsidian monolith standing in a shallow pool of mercury,What liquid is the monolith standing in?,"['water', 'oil', 'lava', 'mercury']",mercury
1d2adf,An obsidian monolith standing in a shallow pool of mercury,Is the pool deep or shallow?,"['deep', 'very deep', 'shallow', ""it doesn't say""]",shallow
1d2adf,An obsidian monolith standing in a shallow pool of mercury,What is the form of the dark structure?,"['a sphere', 'a pyramid', 'a monolith', 'a wall']",a monolith
a30db5,"A network of interconnected golden filigree spheres, each containing a single, opalescent tear.",What material forms the network?,"['silver', 'bronze', 'steel', 'golden']",golden
a30db5,"A network of interconnected golden filigree spheres, each containing a single, opalescent tear.",What geometric shape is used in the network?,"['cubes', 'pyramids', 'spheres', 'cones']",spheres
a30db5,"A network of interconnected golden filigree spheres, each containing a single, opalescent tear.",What is contained within each sphere?,"['a pearl', 'a gemstone', 'a tear', 'a liquid']",a tear
a30db5,"A network of interconnected golden filigree spheres, each containing a single, opalescent tear.",What is the texture or style of the network?,"['solid', 'hollow', 'filigree', 'smooth']",filigree
8dbbae,"An array of shimmering, iridescent fish scales arranged in a spiral pattern on a matte black surface.",What is the primary object arranged on the surface?,"['leaves', 'feathers', 'scales', 'petals']",scales
8dbbae,"An array of shimmering, iridescent fish scales arranged in a spiral pattern on a matte black surface.",What is the pattern of arrangement?,"['grid', 'random', 'spiral', 'linear']",spiral
8dbbae,"An array of shimmering, iridescent fish scales arranged in a spiral pattern on a matte black surface.",What color is the surface?,"['white', 'gray', 'black', 'blue']",black
8dbbae,"An array of shimmering, iridescent fish scales arranged in a spiral pattern on a matte black surface.",How do the scales appear?,"['dull', 'shimmering', 'transparent', 'rough']",shimmering
d37a5b,Three obsidian obelisks standing vertically against a gradient background shifting from deep violet to midnight blue.,How many obelisks are depicted?,"['two', 'three', 'four', 'five']",three
d37a5b,Three obsidian obelisks standing vertically against a gradient background shifting from deep violet to midnight blue.,What material are the obelisks made of?,"['marble', 'granite', 'obsidian', 'sandstone']",obsidian
d37a5b,Three obsidian obelisks standing vertically against a gradient background shifting from deep violet to midnight blue.,What colors are present in the background gradient?,"['red to orange', 'green to yellow', 'violet to blue', 'white to black']",violet to blue
d37a5b,Three obsidian obelisks standing vertically against a gradient background shifting from deep violet to midnight blue.,Are the obelisks horizontal or vertical?,"['horizontal', 'vertical']",vertical
7db80c,"A single, oversized, ruby-red droplet suspended above a reflective chromium mirror.",What is suspended above the mirror?,"['a crystal', 'a sphere', 'a droplet', 'a bubble']",a droplet
7db80c,"A single, oversized, ruby-red droplet suspended above a reflective chromium mirror.",What color is the droplet?,"['blue', 'green', 'red', 'yellow']",red
7db80c,"A single, oversized, ruby-red droplet suspended above a reflective chromium mirror.",What material is the mirror made of?,"['glass', 'silver', 'plastic', 'chromium']",chromium
7db80c,"A single, oversized, ruby-red droplet suspended above a reflective chromium mirror.",Is the droplet touching the mirror?,"['no', 'yes']",no
c2a60a,"Overlapping layers of translucent, cerulean ripples on a textured, sandy base.",What is the color of the ripples?,"['green', 'yellow', 'cerulean', 'crimson']",cerulean
c2a60a,"Overlapping layers of translucent, cerulean ripples on a textured, sandy base.",What is the nature of the ripples?,"['opaque', 'solid', 'translucent', 'reflective']",translucent
c2a60a,"Overlapping layers of translucent, cerulean ripples on a textured, sandy base.",What is the base made of?,"['rock', 'sand', 'clay', 'water']",sand
c2a60a,"Overlapping layers of translucent, cerulean ripples on a textured, sandy base.",Are the layers of ripples separate or overlapping?,"['separate', 'overlapping']",overlapping
6b1e93,"A cluster of amethyst-colored crystals growing from a base of dark, porous basalt.",What color are the crystals?,"['green', 'blue', 'amethyst', 'red']",amethyst
6b1e93,"A cluster of amethyst-colored crystals growing from a base of dark, porous basalt.",What is the base material?,"['limestone', 'granite', 'shale', 'basalt']",basalt
6b1e93,"A cluster of amethyst-colored crystals growing from a base of dark, porous basalt.",How would you describe the texture of the basalt base?,"['smooth', 'polished', 'porous', 'spiky']",porous
6b1e93,"A cluster of amethyst-colored crystals growing from a base of dark, porous basalt.",Are the crystals scattered or clustered?,"['scattered', 'clustered']",clustered
f30b7c,"A single, serpentine line of liquid mercury flowing across a surface marked with precise geometric etchings.",What substance is flowing across the surface?,"['water', 'oil', 'ink', 'mercury']",mercury
f30b7c,"A single, serpentine line of liquid mercury flowing across a surface marked with precise geometric etchings.",What is the shape of the flowing substance?,"['straight', 'curved', 'serpentine', 'zigzag']",serpentine
f30b7c,"A single, serpentine line of liquid mercury flowing across a surface marked with precise geometric etchings.",How is the surface marked?,"['random scribbles', 'geometric etchings', 'painted lines', 'natural patterns']",geometric etchings
f30b7c,"A single, serpentine line of liquid mercury flowing across a surface marked with precise geometric etchings.",Are there multiple lines of mercury?,"['no', 'yes']",no
2162e7,"A towering structure composed of interlocking, matte-finish charcoal gray cubes and glossy white cylinders.",What are the colors of the components?,"['red and blue', 'green and yellow', 'gray and white', 'black and gold']",gray and white
2162e7,"A towering structure composed of interlocking, matte-finish charcoal gray cubes and glossy white cylinders.",What geometric shapes are used?,"['spheres and cones', 'cubes and cylinders', 'pyramids and prisms', 'dodecahedrons and octahedrons']",cubes and cylinders
2162e7,"A towering structure composed of interlocking, matte-finish charcoal gray cubes and glossy white cylinders.",What is the finish of the gray shapes?,"['glossy', 'reflective', 'metallic', 'matte-finish']",matte-finish
2162e7,"A towering structure composed of interlocking, matte-finish charcoal gray cubes and glossy white cylinders.",How are the components assembled?,"['stacked', 'scattered', 'interlocking', 'separated']",interlocking
1dbe61,"An ethereal mist of swirling, pearlescent vapor enveloping abstract forms sculpted from burnished copper.",What is enveloping the abstract forms?,"['water', 'smoke', 'vapor', 'dust']",vapor
1dbe61,"An ethereal mist of swirling, pearlescent vapor enveloping abstract forms sculpted from burnished copper.",How does the vapor appear?,"['dense', 'colorful', 'pearlescent', 'transparent']",pearlescent
1dbe61,"An ethereal mist of swirling, pearlescent vapor enveloping abstract forms sculpted from burnished copper.",What material are the abstract forms made of?,"['silver', 'iron', 'copper', 'bronze']",copper
1dbe61,"An ethereal mist of swirling, pearlescent vapor enveloping abstract forms sculpted from burnished copper.",How would you describe the forms' finish?,"['rough', 'smooth', 'polished', 'burnished']",burnished
9b2c7e,"A constellation of tiny, phosphorescent green points scattered across a deep indigo field.",What color are the scattered points?,"['blue', 'green', 'yellow', 'white']",green
9b2c7e,"A constellation of tiny, phosphorescent green points scattered across a deep indigo field.",What color is the background field?,"['light blue', 'indigo', 'crimson', 'black']",indigo
9b2c7e,"A constellation of tiny, phosphorescent green points scattered across a deep indigo field.",How are the points described?,"['dull', 'glowing', 'shiny', 'phosphorescent']",phosphorescent
9b2c7e,"A constellation of tiny, phosphorescent green points scattered across a deep indigo field.",What shape are the points?,"['circles', 'stars', 'squares', 'points']",points
aa231f,A chrome sphere reflecting a swirling nebula of teal and gold,What is the primary shape of the object?,"['cube', 'cylinder', 'pyramid', 'sphere']",sphere
aa231f,A chrome sphere reflecting a swirling nebula of teal and gold,What is the sphere made of?,"['chrome', 'glass', 'plastic', 'wood']",chrome
aa231f,A chrome sphere reflecting a swirling nebula of teal and gold,Does the sphere reflect a nebula?,"['no', 'yes']",yes
aa231f,A chrome sphere reflecting a swirling nebula of teal and gold,What colors are present in the reflected nebula?,"['red and blue', 'teal and gold', 'green and purple', 'black and white']",teal and gold
958a38,An obsidian obelisk casting a long shadow on a cracked desert floor,What is the material of the obelisk?,"['marble', 'obsidian', 'sandstone', 'steel']",obsidian
958a38,An obsidian obelisk casting a long shadow on a cracked desert floor,What kind of geographical feature is depicted?,"['forest', 'mountain', 'ocean', 'desert']",desert
958a38,An obsidian obelisk casting a long shadow on a cracked desert floor,Does the obelisk cast a shadow?,"['no', 'yes']",yes
958a38,An obsidian obelisk casting a long shadow on a cracked desert floor,Is the desert floor smooth?,"['no', 'yes']",no
cfd9a5,Emerald cubes arranged in a helix pattern on a velvet crimson background,What shape are the green objects?,"['cones', 'cubes', 'spheres', 'triangles']",cubes
cfd9a5,Emerald cubes arranged in a helix pattern on a velvet crimson background,What color is the background?,"['blue', 'crimson', 'emerald', 'gold']",crimson
cfd9a5,Emerald cubes arranged in a helix pattern on a velvet crimson background,Are the cubes arranged randomly?,"['no', 'yes']",no
cfd9a5,Emerald cubes arranged in a helix pattern on a velvet crimson background,What word describes the pattern of the cubes?,"['grid', 'helix', 'random', 'stack']",helix
4bb94c,A cascade of silver chains entwined with ruby droplets,What material are the chains made of?,"['gold', 'platinum', 'silver', 'steel']",silver
4bb94c,A cascade of silver chains entwined with ruby droplets,Are there any diamond shapes in the image?,"['no', 'yes']",no
4bb94c,A cascade of silver chains entwined with ruby droplets,What are entwined with the silver chains?,"['beads', 'feathers', 'pearls', 'droplets']",droplets
4bb94c,A cascade of silver chains entwined with ruby droplets,What color are the droplets?,"['blue', 'green', 'ruby', 'yellow']",ruby
54e2d0,Cobalt blue liquid swirling within a glass flask with a cork stopper,What is the color of the liquid?,"['azure', 'cobalt blue', 'navy', 'teal']",cobalt blue
54e2d0,Cobalt blue liquid swirling within a glass flask with a cork stopper,What container holds the liquid?,"['beaker', 'bottle', 'flask', 'vial']",flask
54e2d0,Cobalt blue liquid swirling within a glass flask with a cork stopper,Does the flask have a stopper?,"['no', 'yes']",yes
54e2d0,Cobalt blue liquid swirling within a glass flask with a cork stopper,What material is the flask made of?,"['ceramic', 'glass', 'metal', 'plastic']",glass
c84878,A mosaic of iridescent scales forming the shape of an eye,What is the shape depicted by the mosaic?,"['ear', 'eye', 'hand', 'mouth']",eye
c84878,A mosaic of iridescent scales forming the shape of an eye,Are the scales dull in color?,"['no', 'yes']",no
c84878,A mosaic of iridescent scales forming the shape of an eye,What are the scales made of?,"['crystals', 'feathers', 'glass', 'scales']",scales
c84878,A mosaic of iridescent scales forming the shape of an eye,Which word describes the color quality of the scales?,"['matte', 'metallic', 'iridescent', 'transparent']",iridescent
dd3fa6,Three overlapping saffron polygons on a background of cerulean gradient,How many polygons are present?,"['two', 'three', 'four', 'five']",three
dd3fa6,Three overlapping saffron polygons on a background of cerulean gradient,What color are the polygons?,"['cerulean', 'indigo', 'maroon', 'saffron']",saffron
dd3fa6,Three overlapping saffron polygons on a background of cerulean gradient,Is the background a solid color?,"['no', 'yes']",no
dd3fa6,Three overlapping saffron polygons on a background of cerulean gradient,What is the nature of the cerulean background?,"['gradient', 'pattern', 'solid', 'texture']",gradient
c31693,A circuit board patterned with luminous golden traces,What is the main object in the image?,"['battery', 'cable', 'circuit board', 'chip']",circuit board
c31693,A circuit board patterned with luminous golden traces,Are the traces dark?,"['no', 'yes']",no
c31693,A circuit board patterned with luminous golden traces,What color are the traces?,"['blue', 'golden', 'silver', 'white']",golden
c31693,A circuit board patterned with luminous golden traces,Are the golden traces luminous?,"['no', 'yes']",yes
3f3bc6,Aqua waves crashing against a shoreline of pearlescent pebbles,What color are the waves?,"['aqua', 'blue', 'green', 'white']",aqua
3f3bc6,Aqua waves crashing against a shoreline of pearlescent pebbles,What is the shoreline made of?,"['gravel', 'sand', 'pebbles', 'rocks']",pebbles
3f3bc6,Aqua waves crashing against a shoreline of pearlescent pebbles,Are the pebbles dull?,"['no', 'yes']",no
3f3bc6,Aqua waves crashing against a shoreline of pearlescent pebbles,Which word describes the appearance of the pebbles?,"['matte', 'metallic', 'pearlescent', 'transparent']",pearlescent
e36c94,A celestial map depicting constellations with lines of phosphorescent green,What kind of map is depicted?,"['geographic', 'road', 'star', 'weather']",star
e36c94,A celestial map depicting constellations with lines of phosphorescent green,What color are the lines connecting the stars?,"['blue', 'green', 'red', 'yellow']",green
e36c94,A celestial map depicting constellations with lines of phosphorescent green,Does the map show cities?,"['no', 'yes']",no
e36c94,A celestial map depicting constellations with lines of phosphorescent green,Which word describes the quality of the green lines?,"['dim', 'luminous', 'matte', 'phosphorescent']",phosphorescent
7c8ea3,a fractal pattern of interwoven golden spirals and silver branches branching from a central obsidian sphere,What is the material of the central object?,"['crystal', 'diamond', 'obsidian', 'wood']",obsidian
7c8ea3,a fractal pattern of interwoven golden spirals and silver branches branching from a central obsidian sphere,What shapes are interwoven with silver branches?,"['circles', 'spirals', 'squares', 'triangles']",spirals
7c8ea3,a fractal pattern of interwoven golden spirals and silver branches branching from a central obsidian sphere,Are the branches gold?,"['no', 'yes']",no
7c8ea3,a fractal pattern of interwoven golden spirals and silver branches branching from a central obsidian sphere,Which word best describes the overall structure?,"['linear', 'random', 'fractal', 'solid']",fractal
0f965c,iridescent soap bubbles floating above a cracked desert floor under a twin-mooned night sky,How many moons are visible?,"['one', 'three', 'two', 'zero']",two
0f965c,iridescent soap bubbles floating above a cracked desert floor under a twin-mooned night sky,What is on the ground?,"['cracked desert floor', 'grassy meadow', 'sandy beach', 'snowy plain']",cracked desert floor
0f965c,iridescent soap bubbles floating above a cracked desert floor under a twin-mooned night sky,What are floating above the ground?,"['balloons', 'birds', 'clouds', 'soap bubbles']",soap bubbles
0f965c,iridescent soap bubbles floating above a cracked desert floor under a twin-mooned night sky,Is it daytime or nighttime?,"['daytime', 'neither', 'nighttime', 'uncertain']",nighttime
69485c,"a clockwork mechanism with brass gears and copper springs, intricate and rusted in places",What material are the springs made of?,"['brass', 'copper', 'iron', 'silver']",copper
69485c,"a clockwork mechanism with brass gears and copper springs, intricate and rusted in places",What feature indicates age or disrepair?,"['bright polish', 'missing parts', 'rust', 'smooth gears']",rust
69485c,"a clockwork mechanism with brass gears and copper springs, intricate and rusted in places",Is the mechanism simple or intricate?,"['intricate', 'simple']",intricate
69485c,"a clockwork mechanism with brass gears and copper springs, intricate and rusted in places",What are the gears made of?,"['aluminum', 'brass', 'steel', 'wood']",brass
0b773d,"a nebula composed of swirling emerald and sapphire gas clouds, surrounding a distant, faint white dwarf star",What colors are the gas clouds?,"['emerald and ruby', 'emerald and sapphire', 'ruby and sapphire', 'yellow and green']",emerald and sapphire
0b773d,"a nebula composed of swirling emerald and sapphire gas clouds, surrounding a distant, faint white dwarf star",What celestial object is at the center?,"['a black hole', 'a giant planet', 'a red giant star', 'a white dwarf star']",a white dwarf star
0b773d,"a nebula composed of swirling emerald and sapphire gas clouds, surrounding a distant, faint white dwarf star",Are the gas clouds stationary?,"['no', 'yes']",no
0b773d,"a nebula composed of swirling emerald and sapphire gas clouds, surrounding a distant, faint white dwarf star",How would you describe the central star's brightness?,"['bright', 'dim', 'exceptionally bright', 'moderate']",faint
59d485,"a mosaic depicting a phoenix rising from ashes, made of ceramic tiles in shades of red, orange, and gold",What mythical creature is depicted?,"['dragon', 'griffin', 'phoenix', 'unicorn']",phoenix
59d485,"a mosaic depicting a phoenix rising from ashes, made of ceramic tiles in shades of red, orange, and gold",What are the primary colors used in the mosaic?,"['blue, green, and purple', 'red, orange, and gold', 'silver, gray, and black', 'yellow, white, and brown']","red, orange, and gold"
59d485,"a mosaic depicting a phoenix rising from ashes, made of ceramic tiles in shades of red, orange, and gold",What material is the mosaic made from?,"['glass shards', 'painted wood', 'plastic pieces', 'ceramic tiles']",ceramic tiles
59d485,"a mosaic depicting a phoenix rising from ashes, made of ceramic tiles in shades of red, orange, and gold",What is the phoenix rising from?,"['a nest', 'a mountain', 'ashes', 'water']",ashes
1e5565,"a chessboard with pieces made of frosted glass and polished granite, set in a jungle clearing at sunrise",What are the chess pieces made of?,"['ceramic and wood', 'frosted glass and granite', 'marble and metal', 'plastic and stone']",frosted glass and granite
1e5565,"a chessboard with pieces made of frosted glass and polished granite, set in a jungle clearing at sunrise",What is the setting of the chessboard?,"['a castle courtyard', 'a city park', 'a jungle clearing', 'a desert oasis']",a jungle clearing
1e5565,"a chessboard with pieces made of frosted glass and polished granite, set in a jungle clearing at sunrise",What time of day is it?,"['dawn', 'dusk', 'midday', 'midnight']",sunrise
1e5565,"a chessboard with pieces made of frosted glass and polished granite, set in a jungle clearing at sunrise",Is the chessboard empty?,"['no', 'yes']",no
3c293b,"a collection of ancient scrolls tied with twine, resting on a dusty wooden shelf next to a single flickering candle",What are the main items on the shelf?,"['books and lamps', 'pottery and tools', 'scrolls and a candle', 'vases and flowers']",scrolls and a candle
3c293b,"a collection of ancient scrolls tied with twine, resting on a dusty wooden shelf next to a single flickering candle",What material is the shelf made of?,"['metal', 'plastic', 'stone', 'wood']",wood
3c293b,"a collection of ancient scrolls tied with twine, resting on a dusty wooden shelf next to a single flickering candle",How are the scrolls secured?,"['bound with leather', 'tied with twine', 'wrapped in cloth', 'untied']",tied with twine
3c293b,"a collection of ancient scrolls tied with twine, resting on a dusty wooden shelf next to a single flickering candle",Is the candle burning steadily?,"['no', 'yes']",no
a8072d,"a complex geometric sculpture of intersecting chrome and copper cubes, casting sharp shadows on a concrete pedestal",What shapes make up the sculpture?,"['cylinders', 'pyramids', 'cubes', 'spheres']",cubes
a8072d,"a complex geometric sculpture of intersecting chrome and copper cubes, casting sharp shadows on a concrete pedestal",What materials are the cubes made of?,"['brass and steel', 'chrome and copper', 'gold and silver', 'iron and aluminum']",chrome and copper
a8072d,"a complex geometric sculpture of intersecting chrome and copper cubes, casting sharp shadows on a concrete pedestal",What is the sculpture resting on?,"['a wooden table', 'a glass surface', 'a concrete pedestal', 'a metal base']",a concrete pedestal
a8072d,"a complex geometric sculpture of intersecting chrome and copper cubes, casting sharp shadows on a concrete pedestal",How would you describe the shadows cast?,"['blurry', 'soft', 'sharp', 'wavy']",sharp
aa3fb8,a tranquil pond reflecting a starry night sky and a silhouette of willow trees along the bank,What is being reflected in the pond?,"['clouds', 'mountains', 'the sun', 'a starry night sky']",a starry night sky
aa3fb8,a tranquil pond reflecting a starry night sky and a silhouette of willow trees along the bank,What type of trees are along the bank?,"['oak', 'pine', 'willow', 'maple']",willow
aa3fb8,a tranquil pond reflecting a starry night sky and a silhouette of willow trees along the bank,Is the pond turbulent?,"['no', 'yes']",no
aa3fb8,a tranquil pond reflecting a starry night sky and a silhouette of willow trees along the bank,What time of day is depicted?,"['afternoon', 'dusk', 'morning', 'night']",night
860133,"a collection of assorted antique keys, each with a unique design, scattered across a velvet cushion",What object serves as the base for the keys?,"['a wooden tray', 'a metal plate', 'a velvet cushion', 'a glass table']",a velvet cushion
860133,"a collection of assorted antique keys, each with a unique design, scattered across a velvet cushion",Are the keys identical?,"['no', 'yes']",no
860133,"a collection of assorted antique keys, each with a unique design, scattered across a velvet cushion",What material is the cushion made of?,"['cotton', 'leather', 'silk', 'velvet']",velvet
860133,"a collection of assorted antique keys, each with a unique design, scattered across a velvet cushion",Are the keys new or antique?,"['antique', 'new']",antique
cbcb04,A tessellation of interlocking octagons and squares in contrasting shades of blue and orange.,What geometric shapes form the tessellation?,"['circles and triangles', 'hexagons and pentagons', 'octagons and squares', 'rectangles and circles']",octagons and squares
cbcb04,A tessellation of interlocking octagons and squares in contrasting shades of blue and orange.,Are the colors used complementary?,"['no', 'yes']",yes
cbcb04,A tessellation of interlocking octagons and squares in contrasting shades of blue and orange.,What is the arrangement of the shapes called?,"['collage', 'grid', 'mosaic', 'tessellation']",tessellation
cbcb04,A tessellation of interlocking octagons and squares in contrasting shades of blue and orange.,Is purple one of the colors used?,"['no', 'yes']",no
42b146,"A spiral staircase crafted from polished obsidian, illuminated by an unseen light source from below.",What material is the staircase made from?,"['marble', 'obsidian', 'granite', 'quartz']",obsidian
42b146,"A spiral staircase crafted from polished obsidian, illuminated by an unseen light source from below.",What is the form of the staircase?,"['straight', 'spiral', 'zigzag', 'curved']",spiral
42b146,"A spiral staircase crafted from polished obsidian, illuminated by an unseen light source from below.",Where is the light source located?,"['above', 'below', 'to the side', 'unseen']",below
42b146,"A spiral staircase crafted from polished obsidian, illuminated by an unseen light source from below.",Is the staircase made of wood?,"['no', 'yes']",no
d5bac1,"Three overlapping translucent spheres: one crimson, one emerald, and one sapphire, creating new colors where they intersect.",How many spheres are depicted?,"['two', 'three', 'four', 'five']",three
d5bac1,"Three overlapping translucent spheres: one crimson, one emerald, and one sapphire, creating new colors where they intersect.",What are the primary colors of the spheres?,"['red, blue, green', 'crimson, emerald, sapphire', 'orange, purple, green', 'yellow, red, blue']","crimson, emerald, sapphire"
d5bac1,"Three overlapping translucent spheres: one crimson, one emerald, and one sapphire, creating new colors where they intersect.",Are the spheres opaque?,"['no', 'yes']",no
d5bac1,"Three overlapping translucent spheres: one crimson, one emerald, and one sapphire, creating new colors where they intersect.",What happens where the spheres overlap?,"['they disappear', 'they change shape', 'they create new colors', 'they reflect light']",they create new colors
25d8aa,"A single, elongated rhombus positioned diagonally against a background of parallel lines. The rhombus is teal, and the lines are magenta.",What shape is the main object?,"['square', 'rectangle', 'rhombus', 'triangle']",rhombus
25d8aa,"A single, elongated rhombus positioned diagonally against a background of parallel lines. The rhombus is teal, and the lines are magenta.",What color is the rhombus?,"['magenta', 'teal', 'blue', 'green']",teal
25d8aa,"A single, elongated rhombus positioned diagonally against a background of parallel lines. The rhombus is teal, and the lines are magenta.",What is the arrangement of the background elements?,"['intersecting lines', 'parallel lines', 'perpendicular lines', 'wavy lines']",parallel lines
25d8aa,"A single, elongated rhombus positioned diagonally against a background of parallel lines. The rhombus is teal, and the lines are magenta.",Is the background colored teal?,"['no', 'yes']",no
7acd2b,"A cluster of irregular, matte-finish polygons in shades of grey and charcoal, casting subtle shadows.",What is the finish of the polygons?,"['glossy', 'metallic', 'matte', 'reflective']",matte
7acd2b,"A cluster of irregular, matte-finish polygons in shades of grey and charcoal, casting subtle shadows.",Are the polygons all the same shape?,"['no', 'yes']",no
7acd2b,"A cluster of irregular, matte-finish polygons in shades of grey and charcoal, casting subtle shadows.",What are the colors of the polygons?,"['black and white', 'grey and charcoal', 'blue and green', 'red and orange']",grey and charcoal
7acd2b,"A cluster of irregular, matte-finish polygons in shades of grey and charcoal, casting subtle shadows.",Are the polygons casting shadows?,"['no', 'yes']",yes
e0eb6a,"A gradient transitioning from deep violet at the top to bright cerulean at the bottom, bisected horizontally by a sharp white line.",What type of color change is depicted?,"['solid color', 'gradient', 'checkered pattern', 'stripes']",gradient
e0eb6a,"A gradient transitioning from deep violet at the top to bright cerulean at the bottom, bisected horizontally by a sharp white line.",What color is at the top of the gradient?,"['cerulean', 'white', 'violet', 'blue']",violet
e0eb6a,"A gradient transitioning from deep violet at the top to bright cerulean at the bottom, bisected horizontally by a sharp white line.",What bisects the gradient?,"['a curve', 'a dotted line', 'a sharp white line', 'nothing']",a sharp white line
e0eb6a,"A gradient transitioning from deep violet at the top to bright cerulean at the bottom, bisected horizontally by a sharp white line.",Is the bottom color green?,"['no', 'yes']",no
73052b,An arrangement of translucent amber circles layered over a solid emerald background.,What shape are the translucent objects?,"['squares', 'circles', 'triangles', 'ovals']",circles
73052b,An arrangement of translucent amber circles layered over a solid emerald background.,What color is the background?,"['amber', 'blue', 'emerald', 'red']",emerald
73052b,An arrangement of translucent amber circles layered over a solid emerald background.,Are the circles opaque?,"['no', 'yes']",no
73052b,An arrangement of translucent amber circles layered over a solid emerald background.,What color are the translucent shapes?,"['blue', 'emerald', 'amber', 'green']",amber
293437,"A grid of small, identical silver squares, each rotated slightly differently, creating a shimmering effect.",What shape are the elements in the grid?,"['circles', 'rectangles', 'squares', 'diamonds']",squares
293437,"A grid of small, identical silver squares, each rotated slightly differently, creating a shimmering effect.",What color are the squares?,"['gold', 'silver', 'bronze', 'white']",silver
293437,"A grid of small, identical silver squares, each rotated slightly differently, creating a shimmering effect.",Are all the squares rotated identically?,"['no', 'yes']",no
293437,"A grid of small, identical silver squares, each rotated slightly differently, creating a shimmering effect.",What effect is created by the rotation?,"['dull finish', 'matte look', 'shimmering effect', 'shadows']",shimmering effect
80a863,"A single, thick serpentine line in chartreuse winding across a black canvas.",What is the form of the line?,"['straight', 'curved', 'serpentine', 'zigzag']",serpentine
80a863,"A single, thick serpentine line in chartreuse winding across a black canvas.",What color is the canvas?,"['white', 'grey', 'black', 'blue']",black
80a863,"A single, thick serpentine line in chartreuse winding across a black canvas.",What color is the line?,"['green', 'yellow', 'chartreuse', 'lime']",chartreuse
80a863,"A single, thick serpentine line in chartreuse winding across a black canvas.",Are there multiple lines?,"['no', 'yes']",no
3cc2c7,"A constellation of small, scattered ochre dots on a deep indigo field.",What are the small elements scattered on the field?,"['squares', 'lines', 'dots', 'circles']",dots
3cc2c7,"A constellation of small, scattered ochre dots on a deep indigo field.",What color is the field?,"['black', 'indigo', 'blue', 'violet']",indigo
3cc2c7,"A constellation of small, scattered ochre dots on a deep indigo field.",What color are the dots?,"['yellow', 'orange', 'ochre', 'brown']",ochre
3cc2c7,"A constellation of small, scattered ochre dots on a deep indigo field.",Are the dots arranged in a grid?,"['no', 'yes']",no
8aa917,"A chrome sphere reflecting an endless fractal pattern of smaller, identical chrome spheres, set against a deep space backdrop.",What is the primary shape depicted?,"['cube', 'cylinder', 'pyramid', 'sphere']",sphere
8aa917,"A chrome sphere reflecting an endless fractal pattern of smaller, identical chrome spheres, set against a deep space backdrop.",What material is the main object made of?,"['ceramic', 'chrome', 'glass', 'wood']",chrome
8aa917,"A chrome sphere reflecting an endless fractal pattern of smaller, identical chrome spheres, set against a deep space backdrop.",What kind of pattern is reflected in the sphere?,"['floral', 'geometric', 'fractal', 'striped']",fractal
8aa917,"A chrome sphere reflecting an endless fractal pattern of smaller, identical chrome spheres, set against a deep space backdrop.",What is the background environment?,"['desert', 'deep space', 'forest', 'ocean']",deep space
5577ca,Layers of translucent cerulean waves crashing onto a shore of obsidian pebbles under a lightning-streaked sky.,What color are the waves described as?,"['azure', 'cerulean', 'indigo', 'teal']",cerulean
5577ca,Layers of translucent cerulean waves crashing onto a shore of obsidian pebbles under a lightning-streaked sky.,What material makes up the shore?,"['glass', 'sand', 'obsidian pebbles', 'shells']",obsidian pebbles
5577ca,Layers of translucent cerulean waves crashing onto a shore of obsidian pebbles under a lightning-streaked sky.,What kind of weather is suggested by the sky?,"['sunny', 'cloudy', 'stormy', 'foggy']",stormy
5577ca,Layers of translucent cerulean waves crashing onto a shore of obsidian pebbles under a lightning-streaked sky.,Is the water described as opaque or translucent?,"['opaque', 'translucent']",translucent
85970e,"An intricate labyrinth of interconnected bronze gears, some stationary, others rotating slowly, against a backdrop of polished mahogany.",What kind of structure is depicted?,"['bridge', 'building', 'labyrinth', 'tower']",labyrinth
85970e,"An intricate labyrinth of interconnected bronze gears, some stationary, others rotating slowly, against a backdrop of polished mahogany.",What material are the interconnected objects made of?,"['brass', 'bronze', 'copper', 'steel']",bronze
85970e,"An intricate labyrinth of interconnected bronze gears, some stationary, others rotating slowly, against a backdrop of polished mahogany.",Are all the gears moving?,"['no', 'yes']",no
85970e,"An intricate labyrinth of interconnected bronze gears, some stationary, others rotating slowly, against a backdrop of polished mahogany.",What is the backdrop material?,"['oak', 'pine', 'mahogany', 'walnut']",mahogany
21af51,"A single, oversized emerald dewdrop balanced precariously on the tip of a vibrant crimson leaf, with macro detail visible.",What color is the dewdrop?,"['blue', 'clear', 'emerald', 'ruby']",emerald
21af51,"A single, oversized emerald dewdrop balanced precariously on the tip of a vibrant crimson leaf, with macro detail visible.",What object is the dewdrop balanced on?,"['flower', 'leaf', 'stem', 'twig']",leaf
